minuto,jugador,equipo,liga,tipo_intervencion,estadio,arbitro,decision_inicial,decision_final,resultado_correcto
9,Jugador_269,Newells,Argentina,on-field review,Tomás Ducó,Oliver,roja,offside,0
94,Jugador_373,Tottenham,Premier League,on-field review,Tottenham Stadium,Lousteau,offside,roja,1
24,Jugador_76,Manchester United,Premier League,silent check,Etihad,Taylor,roja,gol,0
80,Jugador_473,Newells,Argentina,silent check,Monumental,Taylor,offside,gol,0
8,Jugador_413,Independiente,Argentina,on-field review,Libertadores de América,Pitana,roja,penal,0
40,Jugador_83,Rosario Central,Argentina,on-field review,Cilindro,Dean,offside,offside,0
57,Jugador_304,Arsenal,Premier League,silent check,Old Trafford,Lousteau,offside,offside,0
44,Jugador_459,Manchester United,Premier League,silent check,Anfield,Lousteau,offside,roja,1
6,Jugador_199,River,Argentina,on-field review,Nuevo Gasómetro,Tello,penal,penal,1
24,Jugador_319,Arsenal,Premier League,on-field review,Tottenham Stadium,Tello,roja,roja,0
8,Jugador_273,San Lorenzo,Argentina,silent check,Tomás Ducó,Taylor,gol,gol,1
53,Jugador_300,Manchester United,Premier League,silent check,Old Trafford,Taylor,roja,gol,1
60,Jugador_209,Tottenham,Premier League,on-field review,Emirates,Atkinson,penal,penal,1
59,Jugador_494,Huracán,Argentina,silent check,Cilindro,Dean,gol,offside,0
11,Jugador_223,Manchester City,Premier League,on-field review,Emirates,Rapallini,penal,roja,1
84,Jugador_253,Independiente,Argentina,on-field review,Cilindro,Taylor,roja,roja,1
58,Jugador_55,Chelsea,Premier League,silent check,Tottenham Stadium,Pitana,gol,offside,1
34,Jugador_29,Rosario Central,Argentina,silent check,Monumental,Pitana,offside,gol,0
93,Jugador_149,Manchester United,Premier League,silent check,Stamford Bridge,Taylor,gol,penal,0
17,Jugador_44,Huracán,Argentina,silent check,Bombonera,Tello,offside,offside,0
7,Jugador_111,Newells,Argentina,silent check,Bombonera,Atkinson,offside,offside,1
60,Jugador_147,Liverpool,Premier League,silent check,Tottenham Stadium,Taylor,offside,roja,1
47,Jugador_35,Newcastle,Premier League,on-field review,Etihad,Atkinson,penal,offside,1
81,Jugador_28,Arsenal,Premier League,silent check,Stamford Bridge,Pitana,roja,gol,1
42,Jugador_489,Independiente,Argentina,silent check,Libertadores de América,Atkinson,penal,penal,0
34,Jugador_279,Newcastle,Premier League,silent check,Old Trafford,Dean,gol,roja,1
81,Jugador_466,Boca,Argentina,silent check,Tomás Ducó,Oliver,gol,roja,0
91,Jugador_142,Independiente,Argentina,on-field review,Cilindro,Pitana,offside,offside,1
64,Jugador_244,Manchester City,Premier League,silent check,Etihad,Atkinson,penal,offside,1
55,Jugador_441,Rosario Central,Argentina,silent check,Libertadores de América,Pitana,offside,offside,0
41,Jugador_368,Racing,Argentina,on-field review,Cilindro,Oliver,roja,gol,1
95,Jugador_174,Newcastle,Premier League,silent check,Anfield,Oliver,gol,offside,1
2,Jugador_98,Liverpool,Premier League,on-field review,Tottenham Stadium,Pitana,roja,penal,0
30,Jugador_248,Manchester United,Premier League,on-field review,Old Trafford,Oliver,gol,offside,1
51,Jugador_109,Manchester City,Premier League,silent check,Etihad,Taylor,roja,offside,1
8,Jugador_487,Chelsea,Premier League,on-field review,Etihad,Dean,gol,roja,1
80,Jugador_175,Huracán,Argentina,on-field review,Bombonera,Tello,gol,roja,1
6,Jugador_482,Chelsea,Premier League,on-field review,Etihad,Rapallini,offside,roja,1
55,Jugador_124,Rosario Central,Argentina,on-field review,Tomás Ducó,Taylor,gol,penal,0
4,Jugador_92,Newells,Argentina,silent check,Bombonera,Taylor,roja,offside,0
57,Jugador_466,Huracán,Argentina,on-field review,Libertadores de América,Rapallini,gol,penal,1
43,Jugador_115,Newcastle,Premier League,on-field review,Old Trafford,Atkinson,roja,roja,0
2,Jugador_122,Tottenham,Premier League,silent check,Anfield,Tello,gol,gol,1
45,Jugador_472,Newells,Argentina,on-field review,Cilindro,Rapallini,penal,penal,0
13,Jugador_483,San Lorenzo,Argentina,silent check,Tomás Ducó,Tello,offside,offside,1
5,Jugador_421,River,Argentina,on-field review,Bombonera,Tello,penal,offside,1
15,Jugador_432,Aston Villa,Premier League,silent check,Emirates,Atkinson,penal,gol,1
68,Jugador_199,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Dean,roja,roja,1
86,Jugador_192,Huracán,Argentina,on-field review,Tomás Ducó,Tello,offside,penal,0
4,Jugador_299,Aston Villa,Premier League,silent check,Old Trafford,Taylor,gol,offside,1
72,Jugador_89,Chelsea,Premier League,silent check,Etihad,Dean,roja,penal,1
55,Jugador_209,Rosario Central,Argentina,on-field review,Bombonera,Tello,offside,penal,0
93,Jugador_5,Liverpool,Premier League,on-field review,Tottenham Stadium,Taylor,offside,gol,1
46,Jugador_403,Independiente,Argentina,on-field review,Tomás Ducó,Lousteau,penal,gol,1
43,Jugador_74,Aston Villa,Premier League,on-field review,Anfield,Oliver,penal,penal,1
52,Jugador_297,Rosario Central,Argentina,on-field review,Libertadores de América,Taylor,roja,roja,0
23,Jugador_63,Manchester United,Premier League,silent check,Old Trafford,Tello,gol,roja,1
83,Jugador_263,Arsenal,Premier League,silent check,Anfield,Lousteau,gol,offside,1
88,Jugador_222,Newells,Argentina,on-field review,Nuevo Gasómetro,Lousteau,gol,roja,0
45,Jugador_340,Rosario Central,Argentina,silent check,Cilindro,Tello,penal,offside,0
94,Jugador_149,San Lorenzo,Argentina,silent check,Monumental,Rapallini,roja,penal,1
81,Jugador_445,Tottenham,Premier League,silent check,Etihad,Oliver,gol,roja,1
53,Jugador_497,San Lorenzo,Argentina,silent check,Tomás Ducó,Pitana,offside,roja,0
83,Jugador_81,Chelsea,Premier League,on-field review,Etihad,Lousteau,offside,roja,1
4,Jugador_127,Newells,Argentina,silent check,Monumental,Dean,offside,gol,0
8,Jugador_178,Tottenham,Premier League,silent check,Stamford Bridge,Oliver,penal,gol,1
27,Jugador_240,Chelsea,Premier League,on-field review,Etihad,Pitana,offside,offside,1
65,Jugador_10,Chelsea,Premier League,on-field review,Etihad,Lousteau,offside,gol,0
50,Jugador_233,River,Argentina,on-field review,Tomás Ducó,Rapallini,penal,penal,1
83,Jugador_474,Independiente,Argentina,silent check,Libertadores de América,Dean,offside,penal,0
86,Jugador_145,Independiente,Argentina,silent check,Cilindro,Pitana,roja,gol,0
82,Jugador_49,Newcastle,Premier League,on-field review,Old Trafford,Lousteau,roja,gol,1
83,Jugador_273,Aston Villa,Premier League,on-field review,Emirates,Tello,penal,penal,1
26,Jugador_441,Newells,Argentina,silent check,Monumental,Rapallini,offside,gol,1
95,Jugador_468,Liverpool,Premier League,silent check,Etihad,Oliver,gol,gol,0
52,Jugador_101,Rosario Central,Argentina,on-field review,Cilindro,Dean,penal,offside,1
46,Jugador_14,Huracán,Argentina,silent check,Nuevo Gasómetro,Taylor,penal,roja,0
11,Jugador_432,Boca,Argentina,silent check,Libertadores de América,Pitana,roja,offside,0
71,Jugador_307,Arsenal,Premier League,on-field review,Anfield,Atkinson,gol,roja,1
11,Jugador_243,Newells,Argentina,on-field review,Nuevo Gasómetro,Pitana,penal,offside,0
3,Jugador_204,Racing,Argentina,silent check,Bombonera,Taylor,penal,penal,1
24,Jugador_338,Manchester United,Premier League,silent check,Stamford Bridge,Lousteau,gol,penal,1
63,Jugador_127,River,Argentina,on-field review,Monumental,Atkinson,offside,roja,0
25,Jugador_440,Manchester City,Premier League,on-field review,Anfield,Lousteau,roja,gol,1
21,Jugador_62,Liverpool,Premier League,silent check,Emirates,Atkinson,penal,offside,0
8,Jugador_438,Aston Villa,Premier League,silent check,Stamford Bridge,Taylor,offside,penal,0
65,Jugador_351,San Lorenzo,Argentina,on-field review,Monumental,Taylor,gol,roja,1
83,Jugador_399,Liverpool,Premier League,on-field review,Anfield,Atkinson,penal,penal,1
25,Jugador_123,Chelsea,Premier League,on-field review,Etihad,Dean,roja,penal,1
74,Jugador_322,San Lorenzo,Argentina,silent check,Cilindro,Rapallini,offside,gol,0
87,Jugador_102,Liverpool,Premier League,silent check,Emirates,Taylor,gol,offside,0
40,Jugador_444,Newcastle,Premier League,silent check,Tottenham Stadium,Dean,penal,offside,1
11,Jugador_221,Huracán,Argentina,on-field review,Cilindro,Taylor,gol,penal,0
42,Jugador_140,Tottenham,Premier League,silent check,Tottenham Stadium,Oliver,offside,offside,1
23,Jugador_61,Rosario Central,Argentina,silent check,Libertadores de América,Tello,gol,offside,0
77,Jugador_407,Tottenham,Premier League,on-field review,Old Trafford,Oliver,gol,gol,1
1,Jugador_163,Independiente,Argentina,on-field review,Tomás Ducó,Dean,penal,roja,0
50,Jugador_279,Liverpool,Premier League,on-field review,Emirates,Lousteau,penal,penal,1
8,Jugador_293,Arsenal,Premier League,silent check,Etihad,Rapallini,roja,offside,0
91,Jugador_462,Chelsea,Premier League,silent check,Stamford Bridge,Lousteau,roja,offside,0
57,Jugador_343,Liverpool,Premier League,on-field review,Tottenham Stadium,Oliver,penal,roja,0
95,Jugador_190,Chelsea,Premier League,silent check,Tottenham Stadium,Tello,offside,penal,1
51,Jugador_266,Manchester City,Premier League,silent check,Anfield,Atkinson,roja,offside,0
69,Jugador_324,San Lorenzo,Argentina,on-field review,Bombonera,Pitana,roja,roja,0
18,Jugador_420,Aston Villa,Premier League,silent check,Stamford Bridge,Dean,gol,offside,0
52,Jugador_276,Aston Villa,Premier League,on-field review,Old Trafford,Tello,penal,gol,1
2,Jugador_256,Independiente,Argentina,silent check,Bombonera,Oliver,gol,gol,1
74,Jugador_376,Newcastle,Premier League,on-field review,Etihad,Pitana,gol,gol,0
15,Jugador_410,Independiente,Argentina,on-field review,Monumental,Atkinson,penal,penal,1
41,Jugador_259,Newcastle,Premier League,silent check,Old Trafford,Pitana,gol,penal,0
51,Jugador_240,Newcastle,Premier League,on-field review,Tottenham Stadium,Pitana,roja,offside,1
53,Jugador_315,Boca,Argentina,silent check,Libertadores de América,Rapallini,offside,penal,1
93,Jugador_74,Manchester United,Premier League,on-field review,Anfield,Dean,offside,penal,1
77,Jugador_451,Independiente,Argentina,silent check,Cilindro,Oliver,offside,gol,1
85,Jugador_341,Chelsea,Premier League,silent check,Emirates,Atkinson,gol,gol,1
52,Jugador_407,River,Argentina,silent check,Libertadores de América,Rapallini,roja,roja,1
67,Jugador_358,Manchester United,Premier League,on-field review,Old Trafford,Tello,roja,roja,0
39,Jugador_299,Boca,Argentina,silent check,Bombonera,Rapallini,offside,offside,1
25,Jugador_424,River,Argentina,on-field review,Monumental,Rapallini,penal,penal,0
14,Jugador_293,Rosario Central,Argentina,on-field review,Tomás Ducó,Rapallini,roja,offside,1
76,Jugador_38,Huracán,Argentina,on-field review,Monumental,Dean,roja,gol,0
76,Jugador_165,Manchester City,Premier League,on-field review,Anfield,Dean,penal,penal,0
37,Jugador_42,Huracán,Argentina,on-field review,Nuevo Gasómetro,Pitana,roja,penal,0
17,Jugador_154,Huracán,Argentina,silent check,Nuevo Gasómetro,Dean,penal,penal,0
93,Jugador_482,Chelsea,Premier League,silent check,Anfield,Rapallini,penal,gol,0
37,Jugador_307,Manchester City,Premier League,on-field review,Stamford Bridge,Dean,offside,roja,0
27,Jugador_474,Chelsea,Premier League,on-field review,Anfield,Tello,penal,gol,0
5,Jugador_369,Boca,Argentina,silent check,Bombonera,Tello,penal,roja,0
54,Jugador_272,River,Argentina,silent check,Tomás Ducó,Oliver,gol,penal,0
19,Jugador_57,Boca,Argentina,silent check,Nuevo Gasómetro,Atkinson,gol,gol,1
89,Jugador_166,Tottenham,Premier League,silent check,Anfield,Pitana,penal,gol,0
15,Jugador_24,Tottenham,Premier League,on-field review,Stamford Bridge,Dean,gol,gol,0
44,Jugador_433,Newcastle,Premier League,silent check,Emirates,Tello,gol,roja,0
30,Jugador_403,Newcastle,Premier League,silent check,Old Trafford,Tello,offside,penal,0
9,Jugador_354,Rosario Central,Argentina,on-field review,Nuevo Gasómetro,Pitana,penal,offside,0
45,Jugador_480,Huracán,Argentina,on-field review,Cilindro,Taylor,offside,penal,0
3,Jugador_403,Rosario Central,Argentina,silent check,Tomás Ducó,Pitana,gol,penal,1
31,Jugador_323,Newcastle,Premier League,silent check,Stamford Bridge,Pitana,penal,penal,1
37,Jugador_376,Newells,Argentina,on-field review,Libertadores de América,Dean,penal,penal,0
1,Jugador_434,Newcastle,Premier League,on-field review,Stamford Bridge,Lousteau,penal,penal,0
93,Jugador_386,Racing,Argentina,on-field review,Monumental,Rapallini,roja,offside,1
60,Jugador_82,River,Argentina,silent check,Tomás Ducó,Tello,penal,roja,0
53,Jugador_429,Independiente,Argentina,silent check,Cilindro,Oliver,roja,gol,1
61,Jugador_331,Independiente,Argentina,on-field review,Bombonera,Rapallini,penal,roja,1
6,Jugador_290,Chelsea,Premier League,on-field review,Stamford Bridge,Rapallini,offside,gol,0
61,Jugador_197,Independiente,Argentina,silent check,Monumental,Pitana,offside,offside,0
13,Jugador_315,Racing,Argentina,on-field review,Bombonera,Tello,offside,roja,0
1,Jugador_423,Independiente,Argentina,on-field review,Monumental,Lousteau,offside,roja,0
17,Jugador_80,Newells,Argentina,on-field review,Nuevo Gasómetro,Atkinson,gol,offside,1
34,Jugador_13,Boca,Argentina,silent check,Tomás Ducó,Pitana,roja,roja,1
7,Jugador_130,Huracán,Argentina,silent check,Monumental,Taylor,roja,offside,1
4,Jugador_183,Liverpool,Premier League,silent check,Tottenham Stadium,Dean,roja,gol,0
79,Jugador_121,Manchester United,Premier League,on-field review,Old Trafford,Pitana,offside,gol,0
53,Jugador_222,River,Argentina,on-field review,Nuevo Gasómetro,Tello,gol,offside,1
75,Jugador_10,Independiente,Argentina,on-field review,Monumental,Lousteau,penal,offside,1
52,Jugador_257,San Lorenzo,Argentina,on-field review,Monumental,Tello,roja,gol,0
2,Jugador_267,Manchester City,Premier League,silent check,Tottenham Stadium,Oliver,gol,offside,0
18,Jugador_424,Rosario Central,Argentina,silent check,Tomás Ducó,Rapallini,penal,penal,1
54,Jugador_135,Liverpool,Premier League,silent check,Stamford Bridge,Dean,gol,gol,0
42,Jugador_89,Manchester City,Premier League,silent check,Stamford Bridge,Rapallini,gol,roja,0
30,Jugador_60,Manchester United,Premier League,on-field review,Tottenham Stadium,Pitana,gol,penal,1
5,Jugador_431,Aston Villa,Premier League,on-field review,Emirates,Oliver,roja,gol,1
35,Jugador_64,Manchester City,Premier League,silent check,Tottenham Stadium,Oliver,gol,gol,1
61,Jugador_323,Boca,Argentina,silent check,Monumental,Atkinson,penal,offside,1
54,Jugador_400,Manchester City,Premier League,silent check,Tottenham Stadium,Pitana,roja,gol,0
59,Jugador_73,Liverpool,Premier League,silent check,Stamford Bridge,Rapallini,gol,roja,1
88,Jugador_260,Boca,Argentina,silent check,Nuevo Gasómetro,Pitana,penal,roja,0
58,Jugador_134,Manchester City,Premier League,silent check,Emirates,Lousteau,gol,offside,1
21,Jugador_320,Manchester City,Premier League,silent check,Anfield,Taylor,offside,gol,0
39,Jugador_463,Manchester City,Premier League,on-field review,Tottenham Stadium,Rapallini,penal,penal,0
7,Jugador_77,Newells,Argentina,silent check,Libertadores de América,Tello,offside,gol,1
3,Jugador_283,Huracán,Argentina,on-field review,Nuevo Gasómetro,Taylor,roja,offside,0
45,Jugador_382,Chelsea,Premier League,on-field review,Etihad,Taylor,roja,roja,1
78,Jugador_107,Manchester City,Premier League,on-field review,Tottenham Stadium,Atkinson,gol,offside,1
51,Jugador_215,Aston Villa,Premier League,on-field review,Tottenham Stadium,Pitana,gol,gol,0
48,Jugador_260,Independiente,Argentina,on-field review,Libertadores de América,Pitana,penal,penal,1
16,Jugador_425,Newcastle,Premier League,on-field review,Anfield,Dean,roja,roja,0
26,Jugador_138,Newells,Argentina,silent check,Cilindro,Oliver,roja,gol,0
95,Jugador_311,Arsenal,Premier League,on-field review,Emirates,Dean,gol,roja,1
92,Jugador_32,Aston Villa,Premier League,silent check,Anfield,Tello,gol,offside,1
24,Jugador_3,Racing,Argentina,silent check,Bombonera,Atkinson,penal,penal,0
1,Jugador_270,Rosario Central,Argentina,silent check,Libertadores de América,Rapallini,roja,penal,1
49,Jugador_370,Independiente,Argentina,silent check,Cilindro,Oliver,roja,offside,0
40,Jugador_482,Racing,Argentina,on-field review,Nuevo Gasómetro,Rapallini,gol,roja,1
2,Jugador_315,River,Argentina,on-field review,Bombonera,Rapallini,offside,gol,1
73,Jugador_479,Tottenham,Premier League,silent check,Old Trafford,Taylor,penal,roja,0
71,Jugador_337,Chelsea,Premier League,silent check,Emirates,Tello,offside,penal,0
70,Jugador_409,Liverpool,Premier League,on-field review,Old Trafford,Pitana,gol,roja,1
94,Jugador_55,Independiente,Argentina,silent check,Tomás Ducó,Lousteau,penal,roja,1
60,Jugador_136,San Lorenzo,Argentina,silent check,Libertadores de América,Tello,offside,roja,1
70,Jugador_328,Independiente,Argentina,on-field review,Bombonera,Atkinson,roja,penal,0
66,Jugador_444,Manchester United,Premier League,on-field review,Old Trafford,Dean,gol,roja,1
61,Jugador_364,Boca,Argentina,silent check,Cilindro,Lousteau,penal,roja,0
88,Jugador_112,Huracán,Argentina,on-field review,Bombonera,Rapallini,offside,roja,0
56,Jugador_101,Newcastle,Premier League,silent check,Tottenham Stadium,Taylor,gol,penal,1
58,Jugador_320,Aston Villa,Premier League,on-field review,Stamford Bridge,Dean,penal,roja,0
94,Jugador_492,Boca,Argentina,on-field review,Bombonera,Lousteau,gol,penal,1
82,Jugador_340,Racing,Argentina,on-field review,Cilindro,Dean,roja,gol,1
64,Jugador_115,Manchester United,Premier League,silent check,Stamford Bridge,Oliver,offside,offside,1
23,Jugador_89,Manchester City,Premier League,on-field review,Stamford Bridge,Atkinson,offside,penal,0
3,Jugador_374,Racing,Argentina,silent check,Libertadores de América,Pitana,roja,roja,1
22,Jugador_322,River,Argentina,on-field review,Libertadores de América,Atkinson,penal,gol,1
79,Jugador_404,Boca,Argentina,silent check,Bombonera,Taylor,offside,roja,0
50,Jugador_465,Manchester City,Premier League,silent check,Old Trafford,Oliver,penal,offside,1
68,Jugador_325,Arsenal,Premier League,silent check,Etihad,Atkinson,offside,gol,0
15,Jugador_93,Liverpool,Premier League,silent check,Old Trafford,Atkinson,gol,offside,1
4,Jugador_85,Tottenham,Premier League,silent check,Stamford Bridge,Rapallini,offside,gol,1
90,Jugador_95,Manchester City,Premier League,silent check,Anfield,Lousteau,penal,offside,0
92,Jugador_187,Racing,Argentina,silent check,Cilindro,Pitana,roja,gol,0
57,Jugador_426,River,Argentina,on-field review,Monumental,Lousteau,gol,offside,0
95,Jugador_246,Tottenham,Premier League,silent check,Old Trafford,Rapallini,offside,roja,0
3,Jugador_103,Independiente,Argentina,on-field review,Libertadores de América,Rapallini,offside,roja,1
18,Jugador_169,Independiente,Argentina,silent check,Tomás Ducó,Dean,offside,offside,0
86,Jugador_124,Chelsea,Premier League,on-field review,Stamford Bridge,Taylor,gol,penal,1
37,Jugador_234,Rosario Central,Argentina,on-field review,Cilindro,Lousteau,gol,gol,1
57,Jugador_66,Aston Villa,Premier League,on-field review,Tottenham Stadium,Oliver,gol,offside,0
9,Jugador_447,Tottenham,Premier League,silent check,Stamford Bridge,Oliver,offside,penal,0
13,Jugador_287,Liverpool,Premier League,on-field review,Old Trafford,Taylor,gol,penal,0
19,Jugador_91,San Lorenzo,Argentina,silent check,Nuevo Gasómetro,Oliver,penal,offside,0
36,Jugador_388,Tottenham,Premier League,on-field review,Etihad,Tello,gol,gol,0
87,Jugador_307,Manchester United,Premier League,on-field review,Stamford Bridge,Oliver,roja,gol,1
1,Jugador_343,San Lorenzo,Argentina,on-field review,Bombonera,Lousteau,penal,penal,1
19,Jugador_356,Manchester United,Premier League,silent check,Stamford Bridge,Tello,penal,offside,1
33,Jugador_165,Manchester City,Premier League,on-field review,Stamford Bridge,Atkinson,gol,gol,1
39,Jugador_172,River,Argentina,silent check,Libertadores de América,Oliver,penal,penal,1
1,Jugador_411,Boca,Argentina,on-field review,Monumental,Pitana,penal,gol,1
31,Jugador_343,Racing,Argentina,silent check,Tomás Ducó,Dean,roja,penal,0
12,Jugador_19,Newcastle,Premier League,silent check,Old Trafford,Atkinson,roja,offside,1
45,Jugador_457,Tottenham,Premier League,on-field review,Tottenham Stadium,Oliver,roja,roja,0
18,Jugador_240,Chelsea,Premier League,silent check,Emirates,Dean,penal,roja,1
94,Jugador_447,Newcastle,Premier League,on-field review,Anfield,Pitana,offside,roja,0
61,Jugador_436,Liverpool,Premier League,silent check,Emirates,Oliver,roja,roja,0
45,Jugador_263,Rosario Central,Argentina,silent check,Libertadores de América,Tello,penal,penal,1
80,Jugador_237,Independiente,Argentina,on-field review,Libertadores de América,Lousteau,offside,gol,1
82,Jugador_226,Chelsea,Premier League,on-field review,Anfield,Dean,gol,offside,1
42,Jugador_349,Manchester United,Premier League,silent check,Old Trafford,Tello,offside,gol,1
56,Jugador_309,Rosario Central,Argentina,on-field review,Bombonera,Lousteau,penal,gol,0
19,Jugador_136,Manchester City,Premier League,silent check,Stamford Bridge,Oliver,gol,penal,1
50,Jugador_105,Tottenham,Premier League,on-field review,Anfield,Dean,offside,offside,0
19,Jugador_340,Boca,Argentina,silent check,Libertadores de América,Taylor,offside,offside,1
46,Jugador_152,Boca,Argentina,on-field review,Nuevo Gasómetro,Pitana,roja,gol,0
36,Jugador_247,Newells,Argentina,on-field review,Bombonera,Pitana,gol,gol,1
64,Jugador_131,Newcastle,Premier League,on-field review,Emirates,Tello,penal,gol,0
8,Jugador_248,Arsenal,Premier League,silent check,Stamford Bridge,Atkinson,gol,offside,0
47,Jugador_189,Aston Villa,Premier League,silent check,Old Trafford,Taylor,gol,roja,0
55,Jugador_110,Racing,Argentina,on-field review,Monumental,Rapallini,roja,penal,1
52,Jugador_77,Racing,Argentina,on-field review,Cilindro,Oliver,penal,penal,0
62,Jugador_233,San Lorenzo,Argentina,silent check,Tomás Ducó,Rapallini,penal,roja,1
92,Jugador_440,Tottenham,Premier League,silent check,Emirates,Tello,offside,offside,1
21,Jugador_162,Arsenal,Premier League,on-field review,Tottenham Stadium,Pitana,penal,offside,0
72,Jugador_103,Chelsea,Premier League,on-field review,Emirates,Lousteau,penal,gol,1
11,Jugador_458,Racing,Argentina,silent check,Libertadores de América,Lousteau,roja,penal,0
14,Jugador_321,Newcastle,Premier League,silent check,Anfield,Tello,gol,offside,1
35,Jugador_463,Independiente,Argentina,on-field review,Cilindro,Dean,penal,gol,1
41,Jugador_229,Independiente,Argentina,silent check,Libertadores de América,Taylor,roja,offside,0
56,Jugador_344,Chelsea,Premier League,silent check,Tottenham Stadium,Lousteau,penal,offside,1
88,Jugador_279,Arsenal,Premier League,on-field review,Etihad,Taylor,penal,offside,1
75,Jugador_427,Chelsea,Premier League,silent check,Emirates,Atkinson,gol,roja,1
60,Jugador_376,Boca,Argentina,silent check,Libertadores de América,Taylor,penal,gol,1
49,Jugador_237,Chelsea,Premier League,silent check,Anfield,Taylor,offside,penal,0
14,Jugador_63,River,Argentina,silent check,Monumental,Dean,penal,offside,1
92,Jugador_99,Arsenal,Premier League,silent check,Etihad,Lousteau,penal,gol,1
28,Jugador_295,Manchester United,Premier League,silent check,Anfield,Pitana,gol,offside,1
76,Jugador_432,Aston Villa,Premier League,on-field review,Tottenham Stadium,Lousteau,penal,penal,1
9,Jugador_47,Aston Villa,Premier League,on-field review,Old Trafford,Oliver,offside,gol,0
77,Jugador_328,Racing,Argentina,silent check,Tomás Ducó,Pitana,roja,gol,0
21,Jugador_266,Manchester City,Premier League,silent check,Old Trafford,Pitana,gol,roja,1
53,Jugador_177,Liverpool,Premier League,silent check,Etihad,Pitana,roja,penal,1
46,Jugador_435,Chelsea,Premier League,on-field review,Emirates,Atkinson,offside,gol,1
66,Jugador_144,Newcastle,Premier League,on-field review,Etihad,Rapallini,gol,gol,0
87,Jugador_28,Independiente,Argentina,on-field review,Nuevo Gasómetro,Dean,penal,offside,1
10,Jugador_491,Arsenal,Premier League,on-field review,Old Trafford,Oliver,gol,penal,0
60,Jugador_430,San Lorenzo,Argentina,silent check,Libertadores de América,Rapallini,gol,gol,1
50,Jugador_130,Rosario Central,Argentina,on-field review,Cilindro,Oliver,penal,gol,0
91,Jugador_486,Chelsea,Premier League,silent check,Emirates,Lousteau,offside,offside,1
47,Jugador_47,Boca,Argentina,on-field review,Cilindro,Taylor,offside,offside,0
71,Jugador_256,Newells,Argentina,on-field review,Monumental,Atkinson,gol,offside,0
29,Jugador_401,Rosario Central,Argentina,on-field review,Monumental,Rapallini,offside,offside,0
47,Jugador_17,Newcastle,Premier League,on-field review,Stamford Bridge,Oliver,offside,roja,1
60,Jugador_438,Manchester United,Premier League,on-field review,Emirates,Dean,offside,offside,0
38,Jugador_378,Newcastle,Premier League,on-field review,Old Trafford,Atkinson,penal,offside,0
92,Jugador_114,Newcastle,Premier League,on-field review,Tottenham Stadium,Atkinson,offside,gol,0
92,Jugador_334,Independiente,Argentina,silent check,Nuevo Gasómetro,Rapallini,penal,gol,0
54,Jugador_132,Rosario Central,Argentina,on-field review,Tomás Ducó,Oliver,gol,gol,0
9,Jugador_291,Aston Villa,Premier League,silent check,Emirates,Dean,gol,roja,1
10,Jugador_272,Racing,Argentina,on-field review,Cilindro,Dean,penal,gol,1
59,Jugador_246,Huracán,Argentina,silent check,Cilindro,Lousteau,penal,offside,1
54,Jugador_138,San Lorenzo,Argentina,on-field review,Tomás Ducó,Taylor,offside,roja,1
55,Jugador_203,Rosario Central,Argentina,silent check,Nuevo Gasómetro,Rapallini,penal,penal,1
37,Jugador_4,Rosario Central,Argentina,silent check,Monumental,Tello,penal,roja,1
5,Jugador_274,Tottenham,Premier League,on-field review,Tottenham Stadium,Pitana,penal,penal,1
37,Jugador_234,Chelsea,Premier League,on-field review,Old Trafford,Pitana,offside,offside,1
93,Jugador_485,Aston Villa,Premier League,silent check,Stamford Bridge,Oliver,gol,roja,1
67,Jugador_77,Tottenham,Premier League,silent check,Stamford Bridge,Oliver,penal,penal,0
68,Jugador_266,Aston Villa,Premier League,silent check,Etihad,Lousteau,offside,gol,0
14,Jugador_60,Aston Villa,Premier League,on-field review,Old Trafford,Rapallini,roja,offside,0
11,Jugador_193,Independiente,Argentina,on-field review,Nuevo Gasómetro,Tello,roja,gol,0
64,Jugador_3,River,Argentina,on-field review,Bombonera,Rapallini,gol,penal,1
89,Jugador_162,Chelsea,Premier League,silent check,Etihad,Taylor,roja,penal,0
4,Jugador_68,Newells,Argentina,silent check,Bombonera,Atkinson,roja,gol,1
67,Jugador_281,Aston Villa,Premier League,silent check,Old Trafford,Dean,offside,offside,0
43,Jugador_139,Tottenham,Premier League,silent check,Etihad,Lousteau,gol,roja,0
58,Jugador_268,Manchester City,Premier League,silent check,Etihad,Tello,roja,gol,1
84,Jugador_181,Arsenal,Premier League,on-field review,Anfield,Oliver,gol,penal,0
6,Jugador_272,Independiente,Argentina,silent check,Tomás Ducó,Lousteau,gol,penal,1
79,Jugador_21,Manchester City,Premier League,on-field review,Anfield,Tello,offside,penal,0
50,Jugador_115,Independiente,Argentina,silent check,Tomás Ducó,Lousteau,offside,roja,0
85,Jugador_389,Manchester City,Premier League,silent check,Tottenham Stadium,Dean,offside,roja,1
88,Jugador_420,Manchester City,Premier League,silent check,Anfield,Rapallini,offside,offside,1
34,Jugador_386,Liverpool,Premier League,silent check,Old Trafford,Rapallini,penal,penal,0
79,Jugador_448,Racing,Argentina,silent check,Bombonera,Pitana,roja,penal,0
37,Jugador_425,Manchester City,Premier League,on-field review,Old Trafford,Dean,offside,roja,1
64,Jugador_463,Manchester City,Premier League,silent check,Stamford Bridge,Atkinson,penal,offside,1
36,Jugador_51,Chelsea,Premier League,on-field review,Tottenham Stadium,Taylor,offside,gol,0
